Mx4rwGPa8pwpEbGdrcN5Y29ycA,Abbreviation,Abbreviations
Mx4rvgSuQpwpEbGdrcN5Y29ycA,Abortifacient,Abortifacients
Mx4rUmNPzrgqEdmAAAACs0x8nw,AbyssalPlain,Abyssal plains
Mx4rvVidtpwpEbGdrcN5Y29ycA,AcademicProfessional,Academics
Mx4rvViib5wpEbGdrcN5Y29ycA,Accident,Accidents
Mx4rvVkB3ZwpEbGdrcN5Y29ycA,Accountant,Accountants
Mx4rD1Ky4grWEdaAAABQ2sS97g,ChemicallyAcidicSubstance,Acids
Mx4rv5EdKZwpEbGdrcN5Y29ycA,Acrobat,Acrobats
Mx4rvWHOBJwpEbGdrcN5Y29ycA,Acronym,Acronyms
Mx4rvtYh_ZwpEbGdrcN5Y29ycA,Actinomycetales-Order,Actinomycetales
Mx4rv2VcW5wpEbGdrcN5Y29ycA,ActionMovie,Action films
Mx8Ngh4rvVipPJwpEbGdrcN5Y29ycB4rwRwbWpwpEbGdrcN5Y29ycA,"[:FrequentPerformerFn, :Activism]",Activists
Mx4rvVjaHZwpEbGdrcN5Y29ycA,Actor,Actors
Mx4rsYyNlohwEdqAAAACs6hRXg,Actuary,Actuaries
Mx4rbFoHaMb1EdmAAAACs6hRjg,AdministrativeDistrict,Administrative divisions
Mx4rfmWO_HS8EdaAAACgyZzFrg,Admiral-Rank,Admirals
Mx4rvgx-T5wpEbGdrcN5Y29ycA,AdventureMovie,Adventure films
Mx4rwP2CJJwpEbGdrcN5Y29ycA,Advertisement-PCW,Advertisements
Mx4rvViK6pwpEbGdrcN5Y29ycA,AdvertisingAgency,Advertising agencies
Mx4r0hlXAuvlQdieFbf06sqfNg,Advisor,Advisors
Mx4rkpnEysksEdmAAAACs6hRjg,Advocate,Advocates
Mx4rvV8c0ZwpEbGdrcN5Y29ycA,AerialBomb,Aerial bombs
Mx4rwQBj4pwpEbGdrcN5Y29ycA,AerosolStuff,Aerosols
Mx4r0lfHALC2QdeSs6U7u99OOA,AerospaceEngineer,Aerospace engineers
Mx4rwK4e95wpEbGdrcN5Y29ycA,Affricative-Consonant,Affricates
Mx4rvVjT-5wpEbGdrcN5Y29ycA,AfghanPerson,Afghan people
Mx4rwG_1cJwpEbGdrcN5Y29ycA,ReligiousAgnostic,Agnostics
Mx4r5rTVwFB1QdmVJ4qRY3H0KQ,MinisterOfAgriculture,Agriculture ministers
