(ROOT (S=H (NP (NP=H (NNS=H )) (PP (IN=H ) (NP (NNP=H )))) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),44925
(ROOT (S=H (NP (JJ ) (NNS=H )) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),39851
(ROOT (S=H (NP (NNP ) (NNP ) (NNS=H )) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),33771
(ROOT (S=H (NP (NNP ) (NNP=H )) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),33019
(ROOT (S=H (NP (NP=H (CD=H )) (PP (IN=H ) (NP (NNP=H )))) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),26686
(ROOT (S=H (NP (NP=H (JJ ) (NNS=H )) (PP (IN=H ) (NP (NNP=H )))) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),25541
(ROOT (S=H (NP (NP=H (NNP=H )) (PP (IN=H ) (NP (NNP=H )))) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),25101
(ROOT (S=H (NP (NNP=H )) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),22086
(ROOT (S=H (NP (NP=H (CD ) (NNS=H )) (PP (IN=H ) (NP (NNP=H )))) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),20833
(ROOT (S=H (NP (JJ ) (NN ) (NNS=H )) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),19723
(ROOT (S=H (NP (NNP ) (NNS=H )) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),17456
(ROOT (S=H (NP (NP=H (NNS=H )) (PP (IN=H ) (NP (NNP ) (NNP=H )))) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),17277
(ROOT (S=H (NP (NP=H (NNP ) (NNS=H )) (PP (IN=H ) (NP (NNP=H )))) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),14849
(ROOT (S=H (NP (CD ) (NNS=H )) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),13618
(ROOT (S=H (NP (JJ ) (NNP ) (NNS=H )) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),13592
(ROOT (S=H (NP (NNP ) (NNP ) (NNP ) (NNS=H )) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),13027
(ROOT (S=H (NP (JJ ) (JJ ) (NNS=H )) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),12668
(ROOT (S=H (NP (NP=H (NNS=H )) (VP (VBN=H ) (PP (IN=H ) (NP (NNP ) (NNP=H ))))) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),10852
(ROOT (S=H (NP (NN ) (NNS=H )) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),10012
(ROOT (S=H (NP (NNP ) (NNP ) (NNP=H )) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),9816
(ROOT (S=H (NP (NNP ) (NN ) (NNS=H )) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),9631
(ROOT (S=H (NP (NNS=H )) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),9412
(ROOT (S=H (NP (NP=H (NN ) (NNS=H )) (PP (IN=H ) (NP (NNP=H )))) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),8873
(ROOT (S=H (NP (NP=H (CD=H )) (PP (IN=H ) (NP (NN=H )))) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),8729
(ROOT (S=H (NP (JJ ) (NN=H )) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),8254
(ROOT (S=H (NP (NP=H (NNP ) (NNP ) (NNS=H )) (PP (IN=H ) (NP (NNP=H )))) (VP=H (VBP=H ) (ADJP (JJ=H ))) (. ))),8039
